name,position,record,team,year
Dave Hanner,Defensive Line,10-3-1,gnb,1966
Bob Schnelker,Receivers,10-3-1,gnb,1966
Vince Lombardi,Head Coach,12-2-0,gnb,1966
Phil Bengtson,Defensive Coordinator,12-2-0,gnb,1966
Jerry Burns,Defensive Backs,12-2-0,gnb,1967
Dave Hanner,Defensive Line,12-2-0,gnb,1967
Bob Schnelker,Receivers,12-2-0,gnb,1967
Vince Lombardi,Head Coach,9-4-1,gnb,1967
Phil Bengtson,Defensive Coordinator,9-4-1,gnb,1967
Dave Hanner,Defensive Line,9-4-1,gnb,1968
Bob Schnelker,Receivers,9-4-1,gnb,1968
Phil Bengtson,Head Coach,6-7-1,gnb,1968
Phil Bengtson,Head Coach,8-6-0,gnb,1969
Zeke Bratkowski,Assistant,8-6-0,gnb,1969
Dave Hanner,Defensive Line,8-6-0,gnb,1969
Bob Schnelker,Receivers,8-6-0,gnb,1969
Phil Bengtson,Head Coach,6-8-0,gnb,1970
Zeke Bratkowski,Offensive Backs,6-8-0,gnb,1970
Don Doll,Defensive Backs,6-8-0,gnb,1971
Dan Devine,Head Coach,4-8-2,gnb,1971
Dave Hanner,Defensive Coordinator,4-8-2,gnb,1972
Dan Devine,Head Coach,10-4-0,gnb,1972
Don Doll,Defensive Backs,10-4-0,gnb,1972
Hank Kuhlmann,Special Teams,10-4-0,gnb,1972
Bart Starr,Quarterbacks,10-4-0,gnb,1972
Dave Hanner,Defensive Coordinator,10-4-0,gnb,1973
Don Doll,Defensive Backs,10-4-0,gnb,1973
Hank Kuhlmann,Special Teams,10-4-0,gnb,1973
Dan Devine,Head Coach,5-7-2,gnb,1973
Hank Kuhlmann,Special Teams,5-7-2,gnb,1974
Perry Moss,Quarterbacks,5-7-2,gnb,1974
Dave Hanner,Defensive Coordinator,5-7-2,gnb,1974
Dan Devine,Head Coach,6-8-0,gnb,1974
Bart Starr,Head Coach,4-10-0,gnb,1975
Dave Hanner,Defensive Coordinator,4-10-0,gnb,1975
Zeke Bratkowski,Quarterbacks,4-10-0,gnb,1975
Lew Carpenter,Receivers,4-10-0,gnb,1975
John Meyer,Linebackers,4-10-0,gnb,1975
Paul Roach,Offensive Coordinator,4-10-0,gnb,1975
Dave Hanner,Defensive Coordinator,4-10-0,gnb,1976
Zeke Bratkowski,Quarterbacks,4-10-0,gnb,1976
Bart Starr,Head Coach,5-9-0,gnb,1976
Paul Roach,Offensive Coordinator,5-9-0,gnb,1976
Bart Starr,Head Coach,4-10-0,gnb,1977
Dave Hanner,Defensive Coordinator,4-10-0,gnb,1977
Zeke Bratkowski,Quarterbacks,4-10-0,gnb,1977
Bart Starr,Head Coach,8-7-1,gnb,1978
Dave Hanner,Defensive Coordinator,8-7-1,gnb,1978
Zeke Bratkowski,Quarterbacks,8-7-1,gnb,1978
Dave Hanner,Defensive Coordinator,8-7-1,gnb,1979
Zeke Bratkowski,Quarterbacks,8-7-1,gnb,1979
Bart Starr,Head Coach,5-11-0,gnb,1979
Bart Starr,Head Coach,5-10-1,gnb,1980
John Meyer,Defensive Coordinator,5-10-1,gnb,1980
Zeke Bratkowski,Offensive Backs,5-10-1,gnb,1980
Bart Starr,Head Coach,8-8-0,gnb,1981
John Meyer,Defensive Coordinator,8-8-0,gnb,1981
Zeke Bratkowski,Offensive Backs,8-8-0,gnb,1981
Bob Schnelker,Offensive Coordinator,8-8-0,gnb,1982
John Meyer,Defensive Coordinator,8-8-0,gnb,1982
Lew Carpenter,Receivers,8-8-0,gnb,1982
Bart Starr,Head Coach,5-3-1,gnb,1982
Bart Starr,Head Coach,8-8-0,gnb,1983
John Meyer,Defensive Coordinator,8-8-0,gnb,1983
Bob Schnelker,Offensive Coordinator,8-8-0,gnb,1983
John Brunner,Offensive Backs,8-8-0,gnb,1983
Bob Schnelker,Offensive Coordinator,8-8-0,gnb,1984
Lew Carpenter,Receivers,8-8-0,gnb,1984
Herb Paterra,Linebackers/Special Teams,8-8-0,gnb,1984
George Sefcik,Running Backs,8-8-0,gnb,1984
Dick Modzelewski,Defensive Coordinator,8-8-0,gnb,1984
Forrest Gregg,Head Coach,8-8-0,gnb,1984
Bob Schnelker,Offensive Coordinator,8-8-0,gnb,1985
Dick Modzelewski,Defensive Coordinator,8-8-0,gnb,1985
Lew Carpenter,Receivers,8-8-0,gnb,1985
Herb Paterra,Linebackers/Special Teams,8-8-0,gnb,1985
George Sefcik,Quarterbacks/RB,8-8-0,gnb,1985
Forrest Gregg,Head Coach,8-8-0,gnb,1985
Forrest Gregg,Head Coach,4-12-0,gnb,1986
Tom Coughlin,Wide Receivers,4-12-0,gnb,1986
Dick Modzelewski,Defensive Coordinator,4-12-0,gnb,1986
Tom Coughlin,Wide Receivers,4-12-0,gnb,1987
Dick Modzelewski,Defensive Coordinator,4-12-0,gnb,1987
Forrest Gregg,Head Coach,5-9-1,gnb,1987
Hank Bullough,Defensive Coordinator,5-9-1,gnb,1988
Lindy Infante,Head Coach,4-12-0,gnb,1988
Greg Blache,Defensive Line,4-12-0,gnb,1988
Dick Jauron,Defensive Backs,4-12-0,gnb,1988
Hank Bullough,Defensive Coordinator,4-12-0,gnb,1989
Lindy Infante,Head Coach,10-6-0,gnb,1989
Greg Blache,Defensive Line,10-6-0,gnb,1989
Dick Jauron,Defensive Backs,10-6-0,gnb,1989
Lindy Infante,Head Coach,6-10-0,gnb,1990
Hank Bullough,Defensive Coordinator,6-10-0,gnb,1990
Greg Blache,Defensive Line,6-10-0,gnb,1990
Dick Jauron,Defensive Backs,6-10-0,gnb,1990
Hank Bullough,Defensive Coordinator,6-10-0,gnb,1991
Lindy Infante,Head Coach,4-12-0,gnb,1991
Greg Blache,Defensive Line,4-12-0,gnb,1991
Dick Jauron,Defensive Backs,4-12-0,gnb,1991
Mike Holmgren,Head Coach,9-7-0,gnb,1992
Greg Blache,Defensive Line,9-7-0,gnb,1992
Ray Rhodes,Defensive Coordinator,9-7-0,gnb,1992
Sherman Lewis,Offensive Coordinator,9-7-0,gnb,1992
Mike Holmgren,Head Coach,9-7-0,gnb,1993
Greg Blache,Defensive Line,9-7-0,gnb,1993
Ray Rhodes,Defensive Coordinator,9-7-0,gnb,1993
Sherman Lewis,Offensive Coordinator,9-7-0,gnb,1993
Mike Holmgren,Head Coach,9-7-0,gnb,1994
Fritz Shurmur,Defensive Coordinator,9-7-0,gnb,1994
Jon Gruden,Wide Receivers,9-7-0,gnb,1994
Sherman Lewis,Offensive Coordinator,9-7-0,gnb,1994
Fritz Shurmur,Defensive Coordinator,9-7-0,gnb,1995
Gil Haskell,Wide Receivers,9-7-0,gnb,1995
Mike Holmgren,Head Coach,11-5-0,gnb,1995
Sherman Lewis,Offensive Coordinator,11-5-0,gnb,1995
Sherman Lewis,Offensive Coordinator,11-5-0,gnb,1996
Fritz Shurmur,Defensive Coordinator,11-5-0,gnb,1996
Gil Haskell,Wide Receivers,11-5-0,gnb,1996
Mike Holmgren,Head Coach,13-3-0,gnb,1996
Sherman Lewis,Offensive Coordinator,13-3-0,gnb,1997
Fritz Shurmur,Defensive Coordinator,13-3-0,gnb,1997
Gil Haskell,Wide Receivers,13-3-0,gnb,1997
Mike Holmgren,Head Coach,13-3-0,gnb,1997
Ken Flajole,Defensive Quality Control,13-3-0,gnb,1998
Fritz Shurmur,Defensive Coordinator,13-3-0,gnb,1998
Mike Holmgren,Head Coach,11-5-0,gnb,1998
Sherman Lewis,Offensive Coordinator,11-5-0,gnb,1998
Sherman Lewis,Offensive Coordinator,11-5-0,gnb,1999
Emmitt Thomas,Defensive Coordinator,11-5-0,gnb,1999
Larry Beightol,Offensive Line,11-5-0,gnb,1999
Ray Rhodes,Head Coach,8-8-0,gnb,1999
Ed Donatell,Defensive Coordinator,8-8-0,gnb,2000
Larry Beightol,Offensive Line,8-8-0,gnb,2000
Mike Sherman,Head Coach,9-7-0,gnb,2000
Tom Rossley,Offensive Coordinator,9-7-0,gnb,2000
Mike Sherman,Head Coach,12-4-0,gnb,2001
Ed Donatell,Defensive Coordinator,12-4-0,gnb,2001
Tom Rossley,Offensive Coordinator,12-4-0,gnb,2001
Larry Beightol,Offensive Line,12-4-0,gnb,2001
Mike Sherman,Head Coach,12-4-0,gnb,2002
Ed Donatell,Defensive Coordinator,12-4-0,gnb,2002
Tom Rossley,Offensive Coordinator,12-4-0,gnb,2002
Larry Beightol,Offensive Line,12-4-0,gnb,2002
Ed Donatell,Defensive Coordinator,12-4-0,gnb,2003
Mike Sherman,Head Coach,10-6-0,gnb,2003
Tom Rossley,Offensive Coordinator,10-6-0,gnb,2003
Larry Beightol,Offensive Line,10-6-0,gnb,2003
Bob Slowik,Defensive Coordinator,10-6-0,gnb,2004
Larry Beightol,Offensive Line,10-6-0,gnb,2004
Mike Sherman,Head Coach,10-6-0,gnb,2004
Tom Rossley,Offensive Coordinator,10-6-0,gnb,2004
Larry Beightol,Offensive Line,10-6-0,gnb,2005
Mike Sherman,Head Coach,4-12-0,gnb,2005
Tom Rossley,Offensive Coordinator,4-12-0,gnb,2005
Jim Bates,Defensive Coordinator,4-12-0,gnb,2005
Mike McCarthy,Head Coach,8-8-0,gnb,2006
Edgar Bennett,Running Backs,8-8-0,gnb,2006
Bob Sanders,Defensive Coordinator,8-8-0,gnb,2006
Jeff Jagodzinski,Offensive Coordinator,8-8-0,gnb,2006
Mike McCarthy,Head Coach,13-3-0,gnb,2007
Joe Philbin,Offensive Coordinator,13-3-0,gnb,2007
Bob Sanders,Defensive Coordinator,13-3-0,gnb,2007
Edgar Bennett,Running Backs,13-3-0,gnb,2007
Joe Philbin,Offensive Coordinator,13-3-0,gnb,2008
Mike McCarthy,Head Coach,6-10-0,gnb,2008
Bob Sanders,Defensive Coordinator,6-10-0,gnb,2008
Edgar Bennett,Running Backs,6-10-0,gnb,2008
Joe Philbin,Offensive Coordinator,6-10-0,gnb,2009
Mike McCarthy,Head Coach,11-5-0,gnb,2009
Edgar Bennett,Running Backs,11-5-0,gnb,2009
Dom Capers,Defensive Coordinator,11-5-0,gnb,2009
Mike McCarthy,Head Coach,10-6-0,gnb,2010
Joe Philbin,Offensive Coordinator,10-6-0,gnb,2010
Dom Capers,Defensive Coordinator,10-6-0,gnb,2010
Edgar Bennett,Running Backs,10-6-0,gnb,2010
Dom Capers,Defensive Coordinator,10-6-0,gnb,2010
Joe Philbin,Offensive Coordinator,10-6-0,gnb,2010
Edgar Bennett,Running Backs,10-6-0,gnb,2010
Mike McCarthy,Head Coach,10-6-0,gnb,2010
Edgar Bennett,Wide Receivers,10-6-0,gnb,2011
Mike McCarthy,Head Coach,15-1-0,gnb,2011
Dom Capers,Defensive Coordinator,15-1-0,gnb,2011
Joe Philbin,Offensive Coordinator,15-1-0,gnb,2011
Dom Capers,Defensive Coordinator,15-1-0,gnb,2012
Mike McCarthy,Head Coach,11-5-0,gnb,2012
Tom Clements,Offensive Coordinator,11-5-0,gnb,2012
Edgar Bennett,Wide Receivers,11-5-0,gnb,2012
Dom Capers,Defensive Coordinator,11-5-0,gnb,2013
Tom Clements,Offensive Coordinator,11-5-0,gnb,2013
Mike McCarthy,Head Coach,8-7-1,gnb,2013
Edgar Bennett,Wide Receivers,8-7-1,gnb,2013
Edgar Bennett,Wide Receivers,8-7-1,gnb,2014
Dom Capers,Defensive Coordinator,8-7-1,gnb,2014
Tom Clements,Offensive Coordinator,8-7-1,gnb,2014
Mike McCarthy,Head Coach,12-4-0,gnb,2014
Dom Capers,Defensive Coordinator,12-4-0,gnb,2015
Edgar Bennett,Offensive Coordinator,12-4-0,gnb,2015
Mike McCarthy,Head Coach,10-6-0,gnb,2015
Tom Clements,Assoc. HC/Offense,10-6-0,gnb,2015
Dom Capers,Defensive Coordinator,10-6-0,gnb,2016
Edgar Bennett,Offensive Coordinator,10-6-0,gnb,2016
Mike McCarthy,Head Coach,10-6-0,gnb,2016
Tom Clements,Assoc. HC/Offense,10-6-0,gnb,2016
Dom Capers,Defensive Coordinator,10-6-0,gnb,2017
Edgar Bennett,Offensive Coordinator,10-6-0,gnb,2017
Mike McCarthy,Head Coach,7-9-0,gnb,2017
Luke Getsy,Wide Receivers,7-9-0,gnb,2017
Joe Philbin,Head Coach,2-2-0,gnb,2018
Joe Philbin,Offensive Coordinator,2-2-0,gnb,2018
Mike Pettine,Defensive Coordinator,2-2-0,gnb,2018
Frank Cignetti,Quarterbacks,2-2-0,gnb,2018
Nathaniel Hackett,Offensive Coordinator,2-2-0,gnb,2019
Matt LaFleur,Head Coach,13-3-0,gnb,2019
Mike Pettine,Defensive Coordinator,13-3-0,gnb,2019
Luke Getsy,Quarterbacks,13-3-0,gnb,2019
Justin Outten,Tight Ends,13-3-0,gnb,2019
Adam Stenavich,Offensive Line,13-3-0,gnb,2019
Nathaniel Hackett,Offensive Coordinator,13-3-0,gnb,2020
Luke Getsy,Passing Game Coordinator/Quarterbacks,13-3-0,gnb,2020
Matt LaFleur,Head Coach,13-3-0,gnb,2020
Mike Pettine,Defensive Coordinator,13-3-0,gnb,2020
Nathaniel Hackett,Offensive Coordinator,13-3-0,gnb,2021
Joe Barry,Defensive Coordinator,13-3-0,gnb,2021
Matt LaFleur,Head Coach,13-4-0,gnb,2021
Luke Getsy,Passing Game Coordinator/Quarterbacks,13-4-0,gnb,2021
Matt LaFleur,Head Coach,8-9-0,gnb,2022
Joe Barry,Defensive Coordinator,8-9-0,gnb,2022
Adam Stenavich,Offensive Coordinator,8-9-0,gnb,2022
Rich Bisaccia,Special Teams,8-9-0,gnb,2022
Tom Clements,Quarterbacks,8-9-0,gnb,2022
Jerry Gray,Defensive Backs/Def. Passing Game Coordinator,8-9-0,gnb,2022
Rich Bisaccia,Special Teams/Asst. Head Coach,8-9-0,gnb,2023
Tom Clements,Quarterbacks,8-9-0,gnb,2023
Joe Barry,Defensive Coordinator,8-9-0,gnb,2023
Adam Stenavich,Offensive Coordinator,8-9-0,gnb,2023
Matt LaFleur,Head Coach,9-8-0,gnb,2023
Kippy Brown,Wide Receivers,9-8-0,htx,2002
Vic Fangio,Defensive Coordinator,9-8-0,htx,2002
Chris Palmer,Offensive Coordinator,9-8-0,htx,2002
Dom Capers,Head Coach,4-12-0,htx,2002
Kippy Brown,Wide Receivers,4-12-0,htx,2003
Vic Fangio,Defensive Coordinator,4-12-0,htx,2003
Dom Capers,Head Coach,5-11-0,htx,2003
Chris Palmer,Offensive Coordinator,5-11-0,htx,2003
Vic Fangio,Defensive Coordinator,5-11-0,htx,2004
Chris Palmer,Offensive Coordinator,5-11-0,htx,2004
Dom Capers,Head Coach,7-9-0,htx,2004
Kippy Brown,Wide Receivers,7-9-0,htx,2004
Chris Palmer,Offensive Coordinator,7-9-0,htx,2005
Joe Pendry,Offensive Coordinator,7-9-0,htx,2005
Vic Fangio,Defensive Coordinator,7-9-0,htx,2005
Dom Capers,Head Coach,2-14-0,htx,2005
Kippy Brown,Wide Receivers,2-14-0,htx,2005
Chick Harris,Running Backs,2-14-0,htx,2006
Gary Kubiak,Head Coach,6-10-0,htx,2006
Troy Calhoun,Offensive Coordinator,6-10-0,htx,2006
Richard Smith,Defensive Coordinator,6-10-0,htx,2006
Gary Kubiak,Head Coach,8-8-0,htx,2007
Frank Bush,Senior Defensive Assistant,8-8-0,htx,2007
Richard Smith,Defensive Coordinator,8-8-0,htx,2007
Mike Sherman,Offensive Coordinator,8-8-0,htx,2007
Gary Kubiak,Head Coach,8-8-0,htx,2008
Frank Bush,Senior Defensive Assistant,8-8-0,htx,2008
Richard Smith,Defensive Coordinator,8-8-0,htx,2008
Kyle Shanahan,Offensive Coordinator,8-8-0,htx,2008
Chick Harris,Running Backs,8-8-0,htx,2009
Gary Kubiak,Head Coach,9-7-0,htx,2009
Kyle Shanahan,Offensive Coordinator,9-7-0,htx,2009
Frank Bush,Defensive Coordinator,9-7-0,htx,2009
Chick Harris,Running Backs,9-7-0,htx,2010
Gary Kubiak,Head Coach,6-10-0,htx,2010
Rick Dennison,Offensive Coordinator,6-10-0,htx,2010
Frank Bush,Defensive Coordinator,6-10-0,htx,2010
Chick Harris,Running Backs,6-10-0,htx,2011
Vance Joseph,Defensive Backs,6-10-0,htx,2011
Greg Knapp,Quarterbacks,6-10-0,htx,2011
Wade Phillips,Defensive Coordinator,6-10-0,htx,2011
Rick Dennison,Offensive Coordinator,6-10-0,htx,2011
Gary Kubiak,Head Coach,10-6-0,htx,2011
Chick Harris,Running Backs,10-6-0,htx,2012
Vance Joseph,Defensive Backs,10-6-0,htx,2012
Gary Kubiak,Head Coach,12-4-0,htx,2012
Wade Phillips,Defensive Coordinator,12-4-0,htx,2012
Rick Dennison,Offensive Coordinator,12-4-0,htx,2012
Chick Harris,Running Backs,12-4-0,htx,2013
Vance Joseph,Defensive Backs,12-4-0,htx,2013
Wade Phillips,Defensive Coordinator,12-4-0,htx,2013
Wade Phillips,Head Coach,0-3-0,htx,2013
Rick Dennison,Offensive Coordinator,0-3-0,htx,2013
George Godsey,Quarterbacks,0-3-0,htx,2014
Tim Kelly,Offensive Quality Control,0-3-0,htx,2014
Mike Vrabel,Linebackers,0-3-0,htx,2014
Romeo Crennel,Defensive Coordinator,0-3-0,htx,2014
Bill O"Brien,Head Coach,9-7-0,htx,2014
Tim Kelly,Offensive Quality Control,9-7-0,htx,2015
Paul Pasqualoni,Defensive Line,9-7-0,htx,2015
Mike Vrabel,Linebackers,9-7-0,htx,2015
Romeo Crennel,Defensive Coordinator,9-7-0,htx,2015
George Godsey,Offensive Coordinator,9-7-0,htx,2015
Bill O"Brien,Head Coach,9-7-0,htx,2015
Romeo Crennel,Defensive Coordinator,9-7-0,htx,2016
Shane Bowen,Defensive Assistant,9-7-0,htx,2016
George Godsey,Offensive Coordinator,9-7-0,htx,2016
Bill O"Brien,Head Coach,9-7-0,htx,2016
Shane Bowen,Defensive Assistant,9-7-0,htx,2017
Mike Vrabel,Defensive Coordinator,9-7-0,htx,2017
Bill O"Brien,Head Coach,4-12-0,htx,2017
Bill O"Brien,Head Coach,11-5-0,htx,2018
Tim Kelly,Tight Ends,11-5-0,htx,2018
John Pagano,Senior Defensive Assistant/OLB,11-5-0,htx,2018
Anthony Weaver,Defensive Line,11-5-0,htx,2018
Romeo Crennel,Defensive Coordinator,11-5-0,htx,2018
Romeo Crennel,Defensive Coordinator,11-5-0,htx,2019
Bill O"Brien,Head Coach,10-6-0,htx,2019
Tim Kelly,Offensive Coordinator,10-6-0,htx,2019
John Pagano,Senior Defensive Assistant/OLB,10-6-0,htx,2019
Carl Smith,Quarterbacks,10-6-0,htx,2019
Anthony Weaver,Defensive Line,10-6-0,htx,2019
Romeo Crennel,Asst. Head Coach/Interim Head Coach,10-6-0,htx,2020
Carl Smith,Quarterbacks,10-6-0,htx,2020
Bill O"Brien,Head Coach,0-4-0,htx,2020
Tim Kelly,Offensive Coordinator,0-4-0,htx,2020
Anthony Weaver,Defensive Coordinator,0-4-0,htx,2020
David Culley,Head Coach,4-13-0,htx,2021
Romeo Crennel,Senior Advisor,4-13-0,htx,2021
Pep Hamilton,Quarterbacks/PGC,4-13-0,htx,2021
Tim Kelly,Offensive Coordinator,4-13-0,htx,2021
Lovie Smith,Defensive Coordinator,4-13-0,htx,2021
Pep Hamilton,Offensive Coordinator,4-13-0,htx,2022
Hal Hunter,Asst. Offensive Line,4-13-0,htx,2022
Lovie Smith,Head Coach,3-13-1,htx,2022
Bobby Slowik,Offensive Coordinator,3-13-1,htx,2023
Matt Burke,Defensive Coordinator,3-13-1,htx,2023
Bill Lazor,Senior Offensive Asst.,3-13-1,htx,2023
Cory Undlin,Def. Passing Game Coordinator,3-13-1,htx,2023
DeMeco Ryans,Head Coach,10-7-0,htx,2023
Keith Molesworth,Head Coach,3-9-0,clt,1953
Ray Richards,Line Coach,3-9-0,clt,1953
Al Davis,Scout,3-9-0,clt,1954
Joe Thomas,Defensive Line,3-9-0,clt,1954
Charley Winner,Defensive Backs,3-9-0,clt,1954
Weeb Ewbank,Head Coach,3-9-0,clt,1954
Charley Winner,Defensive Backs,3-9-0,clt,1955
Weeb Ewbank,Head Coach,5-6-1,clt,1955
Weeb Ewbank,Head Coach,5-7-0,clt,1956
Herman Ball,Offensive Line,5-7-0,clt,1956
Charley Winner,Defensive Backs,5-7-0,clt,1956
Weeb Ewbank,Head Coach,7-5-0,clt,1957
Herman Ball,Offensive Line,7-5-0,clt,1957
Charley Winner,Defensive Backs,7-5-0,clt,1957
Weeb Ewbank,Head Coach,9-3-0,clt,1958
Herman Ball,Offensive Line,9-3-0,clt,1958
Charley Winner,Defensive Backs,9-3-0,clt,1958
Weeb Ewbank,Head Coach,9-3-0,clt,1959
Herman Ball,Offensive Line,9-3-0,clt,1959
Herman Ball,Offensive Line,9-3-0,clt,1960
Weeb Ewbank,Head Coach,6-6-0,clt,1960
Herman Ball,Offensive Line,6-6-0,clt,1961
Weeb Ewbank,Head Coach,8-6-0,clt,1961
Herman Ball,Offensive Line,8-6-0,clt,1962
Weeb Ewbank,Head Coach,7-7-0,clt,1962
Don Shula,Head Coach,8-6-0,clt,1963
Don McCafferty,Offensive Backfield,8-6-0,clt,1963
John Sandusky,Offensive Line,8-6-0,clt,1963
Charley Winner,Defensive Coordinator,8-6-0,clt,1963
Don Shula,Head Coach,12-2-0,clt,1964
Bill Arnsparger,Defensive Line,12-2-0,clt,1964
Don McCafferty,Offensive Backfield,12-2-0,clt,1964
John Sandusky,Offensive Line,12-2-0,clt,1964
Charley Winner,Defensive Coordinator,12-2-0,clt,1964
Bill Arnsparger,Defensive Line,12-2-0,clt,1965
Don McCafferty,Offensive Backfield,12-2-0,clt,1965
John Sandusky,Offensive Line,12-2-0,clt,1965
Don Shula,Head Coach,10-3-1,clt,1965
Charley Winner,Defensive Coordinator,10-3-1,clt,1965
Bill Arnsparger,Defensive Line,10-3-1,clt,1966
Don Shula,Head Coach,9-5-0,clt,1966
Bill Arnsparger,Defensive Line,9-5-0,clt,1967
Don Shula,Head Coach,11-1-2,clt,1967
Don Shula,Head Coach,13-1-0,clt,1968
Bill Arnsparger,Defensive Line,13-1-0,clt,1968
Bill Arnsparger,Defensive Line,13-1-0,clt,1969
Don Shula,Head Coach,8-5-1,clt,1969
Don McCafferty,Head Coach,11-2-1,clt,1970
John Idzik,Offensive Coordinator,11-2-1,clt,1970
Hank Bullough,Linebackers,11-2-1,clt,1970
Hank Bullough,Linebackers,11-2-1,clt,1971
Red Miller,Offensive Line,11-2-1,clt,1971
John Sandusky,Defensive Line,11-2-1,clt,1971
John Idzik,Offensive Coordinator,11-2-1,clt,1971
Don McCafferty,Head Coach,10-4-0,clt,1971
Don McCafferty,Head Coach,1-4-0,clt,1972
Hank Bullough,Linebackers,1-4-0,clt,1972
Red Miller,Offensive Line,1-4-0,clt,1972
John Idzik,Offensive Coordinator,1-4-0,clt,1972
Dick Voris,Defensive Coordinator,1-4-0,clt,1973
Pete McCulley,Receivers,1-4-0,clt,1973
George Sefcik,Quarterbacks/RB,1-4-0,clt,1973
George Young,Offensive Coordinator,1-4-0,clt,1973
Howard Schnellenberger,Head Coach,4-10-0,clt,1973
Pete McCulley,Receivers,4-10-0,clt,1974
George Sefcik,Quarterbacks/RB,4-10-0,clt,1974
Jerry Smith,Defensive Line,4-10-0,clt,1974
Howard Schnellenberger,Head Coach,0-3-0,clt,1974
George Young,Offensive Coordinator,0-3-0,clt,1974
Don Doll,Defensive Coordinator,0-3-0,clt,1974
Maxie Baughan,Defensive Coordinator,0-3-0,clt,1975
Ted Marchibroda,Head Coach,10-4-0,clt,1975
Bill Belichick,Special Assistant,10-4-0,clt,1975
Pete McCulley,Receivers,10-4-0,clt,1975
Jerry Smith,Defensive Line,10-4-0,clt,1975
Maxie Baughan,Defensive Coordinator,10-4-0,clt,1976
Pete McCulley,Receivers,10-4-0,clt,1976
Jerry Smith,Defensive Line,10-4-0,clt,1976
Ted Marchibroda,Head Coach,11-3-0,clt,1976
Ed Khayat,Defensive Line,11-3-0,clt,1977
Maxie Baughan,Defensive Coordinator,11-3-0,clt,1977
Ted Marchibroda,Head Coach,10-4-0,clt,1977
Ralph Hawkins,Defensive Backs,10-4-0,clt,1978
Ed Khayat,Defensive Line,10-4-0,clt,1978
Maxie Baughan,Defensive Coordinator,10-4-0,clt,1978
Ted Marchibroda,Head Coach,5-11-0,clt,1978
Ed Khayat,Defensive Line,5-11-0,clt,1979
Joe Vitt,Strength/Quality Control,5-11-0,clt,1979
Maxie Baughan,Defensive Coordinator,5-11-0,clt,1979
Ted Marchibroda,Head Coach,5-11-0,clt,1979
John Idzik,Offensive Backs,5-11-0,clt,1980
Ed Khayat,Defensive Line,5-11-0,clt,1980
Joe Vitt,Strength/Quality Control,5-11-0,clt,1980
Chuck Weber,Defensive Coordinator,5-11-0,clt,1980
Mike McCormack,Head Coach,7-9-0,clt,1980
Chuck Weber,Defensive Coordinator,7-9-0,clt,1981
Mike McCormack,Head Coach,2-14-0,clt,1981
John Idzik,Offensive Backs,2-14-0,clt,1981
Ed Khayat,Defensive Line,2-14-0,clt,1981
Joe Vitt,Strength/Quality Control,2-14-0,clt,1981
Zeke Bratkowski,Offensive Coordinator,2-14-0,clt,1982
Gunther Cunningham,DL/LB,2-14-0,clt,1982
Hal Hunter,Offensive Line,2-14-0,clt,1982
Rick Venturi,Linebackers,2-14-0,clt,1982
Bud Carson,Defensive Coordinator,2-14-0,clt,1982
Frank Kush,Head Coach,0-8-1,clt,1982
Zeke Bratkowski,Offensive Coordinator,0-8-1,clt,1983
Gunther Cunningham,DL/LB,0-8-1,clt,1983
Hal Hunter,Offensive Line,0-8-1,clt,1983
Rick Venturi,Linebackers,0-8-1,clt,1983
Frank Kush,Head Coach,7-9-0,clt,1983
Zeke Bratkowski,Offensive Coordinator,7-9-0,clt,1984
Hal Hunter,Head Coach,0-1-0,clt,1984
Rick Venturi,Defensive Coordinator,0-1-0,clt,1984
Gunther Cunningham,DL/LB,0-1-0,clt,1984
George Hill,Defensive Coordinator,0-1-0,clt,1985
Rod Dowhower,Head Coach,5-11-0,clt,1985
John Becker,Quarterbacks,5-11-0,clt,1985
Billie Matthews,Offensive Coordinator,5-11-0,clt,1985
Rod Dowhower,Head Coach,0-13-0,clt,1986
George Hill,Defensive Coordinator,0-13-0,clt,1986
Billie Matthews,Offensive Coordinator,0-13-0,clt,1986
John Becker,Quarterbacks,0-13-0,clt,1986
George Hill,Defensive Coordinator,0-13-0,clt,1987
John Becker,Offensive Coordinator,0-13-0,clt,1987
Ron Meyer,Head Coach,9-6-0,clt,1987
Leon Burtnett,Running Backs,9-6-0,clt,1987
George Hill,Defensive Coordinator,9-6-0,clt,1988
Ron Meyer,Head Coach,9-7-0,clt,1988
Leon Burtnett,Running Backs,9-7-0,clt,1988
John Becker,Offensive Coordinator,9-7-0,clt,1988
Leon Burtnett,Running Backs,9-7-0,clt,1989
Milt Jackson,Wide Receivers,9-7-0,clt,1989
Rick Venturi,Linebackers,9-7-0,clt,1989
Bill Muir,Defensive Coordinator,9-7-0,clt,1989
Ron Meyer,Head Coach,8-8-0,clt,1989
Larry Kennan,Offensive Coordinator,8-8-0,clt,1989
Ron Meyer,Head Coach,7-9-0,clt,1990
Bill Muir,Defensive Coordinator,7-9-0,clt,1990
Leon Burtnett,Running Backs,7-9-0,clt,1990
Milt Jackson,Wide Receivers,7-9-0,clt,1990
Rick Venturi,Linebackers,7-9-0,clt,1990
Larry Kennan,Offensive Coordinator,7-9-0,clt,1990
Ron Meyer,Head Coach,0-5-0,clt,1991
Leon Burtnett,Running Backs,0-5-0,clt,1991
Sylvester Croom,Running Backs,0-5-0,clt,1991
Bill Muir,Offensive Line,0-5-0,clt,1991
Leon Burtnett,Offensive Coordinator,0-5-0,clt,1991
